No,Identifier,Name,Rules,PrasaYati,Yathi,Full Name,Reference
196,iMdhee,ఇంధీ,తభ,,No,"ఇంధీ, చూడామణి",వాగ్వల్లభ పింగళశిరోమణి 
197,ibhabhraaMtaa,ఇభభ్రాంతా,మయగ,,No,ఇభభ్రాంతా,వాగ్వల్లభ దుఃఖభంజన
198,ila-sahacharee,ఇల సహచరీ,సజననస,,8,ఇల సహచరీ ,200 మా.పట్వర్థన్
199,eeDaa,ఈడా,తనవ,,No,"ఈడా, ఈలా",వాగ్వల్లభ దుఃఖభంజన
200,eeti@h,ఈతిః,భయ,,No,"ఈతిః, చంద్రవదన",వాగ్వల్లభ లక్షణ అప్పక. శశికాంతం నాగ
201,eedRSaM,ఈదృశం,రజరజరజహ,,13,"ఈదృశం, దండికా, గండకా, రాండకా, వృత్తికా, చండికా, ఇంద్రశ, చిత్రవృత్త, గండకీ, లక్షణ",1.వాగ్వల్లభ  2.మోడేకుర్తి 3.వృ.మౌ.చం. ౩ పింగళ పీయూష 4 ఛందఃప్రదీప 1884 రూపగోస్వామి
202,eehaamRgee,ఈహామృగీ,త-భ-త-గా,,7,ఈహామృగీ,వాగ్వల్లభ దుఃఖభంజన
203,uMjitakadanaM,ఉంజితకదనం,భ-న-జ-జ-జ-న-న-న-గా,,13,ఉంజితకదనం,వాగ్వల్లభ 
204,uMdari,ఉందరి,భజగ,,No,"ఉందరి, ఉన్దరి,పంచమగతి","వాగ్వల్లభ దుఃఖభంజన,వాగ్వల్లభ భ.నా.శా."
205,ugrasaena,ఉగ్రసేన,రరతరవ,,10,ఉగ్రసేన ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
206,ujjvalaa,ఉజ్జ్వలా,ననభర,,7,ఉజ్జ్వలా ,"వృరక, 1.వాగ్వల్లభ 2. మో.ఆం. మా.పట్వర్థన్ 3-177"
207,uDupatha-uDupadhi,ఉడుపథ ఉడుపధి,నజభజనస,,10,ఉడుపథ ఉడుపధి,"హరవిజయ, రాజానక కృతం మా.పట్వర్థన్"
208,utkaTapaTTikaa,ఉత్కటపట్టికా,తజరజనసరర,,"11,19",ఉత్కటపట్టికా,వాగ్వల్లభ దుఃఖభంజన
209,utpalamaala,ఉత్పలమాల,భరనభభరవ,,10,"ఉత్పలమాల, కామలతా, శమీ","200, హేమచంద్ర మా.పట్వర్థన్ సఆంఋసం వగోకృ"
210,udaka,ఉదక,రజజతరల,,9,ఉదక,సఆంఋసం వగోకృ
211,udaya,ఉదయ,భజస,,No,ఉదయ ,మా.పట్వర్థన్
212,udaraSree,ఉదరశ్రీ,ససమ,,No,"ఉదరశ్రీ, ఉదరస్రక్, ఉదరాసృక్, తార ",వాగ్వల్లభ దుఃఖభంజన మా.పట్వర్థన్
213,uditadinaeSamu,ఉదితదినేశము,స-న-య-గా,,7,"ఉదితదినేశము, హిత",1. వాగ్వల్లభ 2. ఛం.సార
214,uditavijOhaa,ఉదితవిజోహా,త-త-న-గా,,6,ఉదితవిజోహా,వాగ్వల్లభ దుఃఖభంజన
215,udgataa,ఉద్గతా,సజససజగ,,8,ఉద్గతా,భరత నాట్య 32.313
216,uddhata-bahulayaa,ఉద్ధత బహులయా,రనగ,,No,ఉద్ధత బహులయా,మోడేకుర్తి
217,uddhatikaree,ఉద్ధతికరీ,మ-య-మ-గా,,8,ఉద్ధతికరీ,వాగ్వల్లభ దుఃఖభంజన
218,udyaadvidyuta,ఉద్యాద్విద్యుత,మభనన,,5,ఉద్యాద్విద్యుత ,మా.పట్వర్థన్
219,unnarma,ఉన్నర్మ,భభససవ,,7,ఉన్నర్మ,వాగ్వల్లభ  
220,unnaaLaM,ఉన్నాళం,తనసగ,,6,ఉన్నాళం ,వాగ్వల్లభ దుఃఖభంజన
221,unmaalyaa,ఉన్మాల్యా,మజససస,,10,ఉన్మాల్యా,మా.పట్వర్థన్
222,upakaarikaa,ఉపకారికా,సజజభహ,,9,ఉపకారికా,వాగ్వల్లభ దుఃఖభంజన
223,upachitraM,ఉపచిత్రం,సససవ,,7,"ఉపచిత్రం, సుచిత్రం, విదుష్యపవిత్రం, విదుషీ ",వాగ్వల్లభ ఛం.సమీక్షా మా.పట్వర్థన్
224,upachyuta,ఉపచ్యుత,ననర,,No,"ఉపచ్యుత, వినుత గత్తు ","మా.పట్వర్థన్, ప్రహ్లాద నాటకం అయినాపురపు సోమేశ్వర రావు"
225,upadaarikaa,ఉపదారికా,రజసవ,,7,"ఉపదారికా, ధృతా 655",1. వాగ్వల్లభ 2. ఛం.సా ఛంప్ర. మా.పట్వర్థన్
226,upadhaanam^,ఉపధానమ్,జనజయ,,9,ఉపధానమ్,వాగ్వల్లభ 
227,upadhaayyaa,ఉపధాయ్యా,భనసగ,,7,ఉపధాయ్యా ,వాగ్వల్లభ  
228,upamaalinee,ఉపమాలినీ,ననతభర,,9,"ఉపమాలినీ, ప్రియా, రూపమాలినీ","1. ఛం.సార, కవిదర్పణ 2.వృ.మౌ.చం./౩. వృరనా మా.పట్వర్థన్"
229,upayOdhaa,ఉపయోధా,స-ర-మ-గా,,7,ఉపయోధా,రణపింగళ
230,upalinee,ఉపలినీ,నరవ,,No,"ఉపలినీ, కృతవలీ, సుమాలతీ",వాగ్వల్లభ దుఃఖభంజన మా.పట్వర్థన్
231,upalaekhaa,ఉపలేఖా,సభనర,,7,ఉపలేఖా,వాగ్వల్లభ దుఃఖభంజన
232,upavitramu,ఉపవిత్రము,నసనవ,,7,ఉపవిత్రము,ఛందో వల్లరీ
233,upasaMkulaa,ఉపసంకులా,సజతగ,,6,ఉపసంకులా ,వాగ్వల్లభ దుఃఖభంజన
234,upasthita-vyavasthita,ఉపస్థిత వ్యవస్థిత,జసతసగ,,7,ఉపస్థిత వ్యవస్థిత,వృర జయ 3-70.2 భనాశా మా.పట్వర్థన్
235,upasthitaM,ఉపస్థితం,జ-స-త-గా,,7,"ఉపస్థితం, శేష, శిఖండితం1, పయస్థిత ప్రతిష్టిత",వాగ్వల్లభ ఛం.సమీక్షా భిఖారీదాస్ మా.పట్వర్థన్
236,upasthitamu,ఉపస్థితము,త-జ-జ-గా,,8,"ఉపస్థితము, సముపస్థితా",200 వృరక 79 మా.పట్వర్థన్
237,upahaara,ఉపహార,మ-న-న-న-న-త-మ-స-గా,,"10,16",ఉపహార ,అగ్నిపురాణం
238,upahitachaMDee,ఉపహితచండీ,స-భ-స-గా,,5,ఉపహితచండీ,వాగ్వల్లభ దుఃఖభంజన
239,upaeMdravajra,ఉపేంద్రవజ్ర,జ-త-జ-గా,,8,ఉపేంద్రవజ్ర,200 మా.పట్వర్థన్ భ.నా.శా.
240,upOdari,ఉపోదరి,జజల,,No,ఉపోదరి,వాగ్వల్లభ దుఃఖభంజన
241,urutaraMga-maalika,ఉరుతరంగ మాలిక,రనరనరనరవ,,13,"ఉరుతరంగ మాలిక, చిత్రక కాళికా","జయకీర్తి చంశా 2-251, కవిదర్పణ 4-95 హేమఛంశా 2-362 రణపింగళ"
242,ulkaabhaasa@h,ఉల్కాభాసః,మతసమగ,,10,ఉల్కాభాసః,వాగ్వల్లభ దుఃఖభంజన
243,ushaa,ఉషా,తతరరవ,,8,ఉషా,మా పట్వర్ధన్
244,oopikaM,ఊపికం,యతగ,,No,ఊపికం,వాగ్వల్లభ దుఃఖభంజన
245,oordhvamoordnae,ఊర్ధ్వమూర్ద్నే,రభస,,No,ఊర్ధ్వమూర్ద్నే ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
246,oorvaSi-2,ఊర్వశి 2,నతతరగ,,8,"ఊర్వశి 2, క్షమా 2",1.మోడేకుర్తి 2.హై.ఛం.శా.
247,oohinee,ఊహినీ,రసయజజ,,9,ఊహినీ,వాగ్వల్లభ దుఃఖభంజన
248,Rkshapaada,ఋక్షపాద,సజజరగ,,8,ఋక్షపాద,రణపింగళ
249,Rchaa,ఋచా,జయల,,No,ఋచా,వాగ్వల్లభ దుఃఖభంజన
250,RtaM,ఋతం,ననసల,,7,ఋతం ,వాగ్వల్లభ దుఃఖభంజన
251,Rtu-vallari,ఋతు వల్లరి,భ-మ-స-త-య-భ-గా,,"6,11,16",ఋతు వల్లరి,ప్రహ్లాద నాటకం అయినాపురపు సోమేశ్వర రాయ
252,Rshabha,ఋషభ,భరనననగ,,8,"ఋషభ, గజవిలసితం - 1, గజవిలసిత 3, భ్రమరపదకం 2",200 1. వాగ్వల్లభ 2. లక్షణ. అప్పక. (యతి 7) శ.క.ద్రు మా.పట్వర్థన్ భ.నా.శా.
253,aekaroopa,ఏకరూప,మ-భ-జ-గా,,8,ఏకరూప ,200
254,aekaavaLee,ఏకావళీ,భజనజల,,7,ఏకావళీ,పింగళ పీయూష
255,aelaa,ఏలా,సజననయ,,10,"ఏలా, మేలా, శరదశయ, రేఖా",1.వాగ్వల్లభ 2. శబ్దకల్పద్రుమ (6 యతి HCS 2.252) మంమచం
256,aelaa-2,ఏలా 2,సజనననయ,,13,ఏలా 2,మా.పట్వర్థన్
257,kaMkaNa-kvaaNavaaNee,కంకణ క్వాణవాణీ,మరరరరరరగ,,"10,17",కంకణ క్వాణవాణీ,వాగ్వల్లభ దుఃఖభంజన
258,kaMkaNakvaaNa@h,కంకణక్వాణః,రరరరరరరగ,,"10,17","కంకణక్వాణః, సర్వగామీ, కేకనీ",వాగ్వల్లభ రణపింగళ
259,kaMjaa,కంజా,జమ,,No,కంజా ,వాగ్వల్లభ దుఃఖభంజన
260,kaMjaavalee,కంజావలీ,భనజజర,,8,"కంజావలీ, పంకావలీ, ఏకావలీ",ఛం.సార
261,kaMjaavaLee,కంజావళీ,భనజజల,,7,"కంజావళీ, పంకజ వాటికా","ప్రా.పైం 2-148 ఛంప్ర. పే 160, ఛందప్రకాశ రఘునందన్ మా.పట్వర్థన్"
262,kaMTaka,కంటక,భభగ,,No,కంటక ,వాగ్వల్లభ 
263,kaMThabhooshaNa,కంఠభూషణ,మయయయ,,7,కంఠభూషణ,పింగళ ప్రకాశ
264,kaMTheeravamu-surapati,కంఠీరవము సురపతి,న-య-స-గా,,7,కంఠీరవము సురపతి ,200 మా.పట్వర్థన్
265,kaMda,కంద,యయయయల,,8,కంద ,200 మా పట్వర్ధన్
266,kaMdarpha,కందర్ఫ,తరసరయ,,9,కందర్ఫ ,మా పట్వర్ధన్
267,kaMdavinOda@h,కందవినోదః,భ-మ-స-గా,,7,కందవినోదః,వాగ్వల్లభ దుఃఖభంజన
268,kaMduka,కందుక,యయయయగ,,8,కందుక ,200 రణపింగళ మా పట్వర్ధన్
269,kaMsagreevaM,కంసగ్రీవం,మరజమజరస,,11,"కంసగ్రీవం, కంసగ్రీవా ",శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
270,kaMsari,కంసరి,మభ,,No,కంసరి,వాగ్వల్లభ దుఃఖభంజన
271,kaMsaasaaree,కంసాసారీ,యమల,,No,కంసాసారీ ,వాగ్వల్లభ దుఃఖభంజన
272,kagOdgataa,కగోద్గతా,సజగ,,No,కగోద్గతా,వాగ్వల్లభ దుఃఖభంజన
273,kachChapee,కచ్ఛపీ,యర,,No,కచ్ఛపీ ,వాగ్వల్లభ దుఃఖభంజన
274,kaTaakshalalitaa,కటాక్షలలితా,జసజగ,,7,కటాక్షలలితా ,మా.పట్వర్థన్
275,kaThinaasthi,కఠినాస్థి,భనజ,,No,"కఠినాస్థి, అహీరి",వాగ్వల్లభ 
